company_id,company_name,country,eu_member_state,region,sector,subsector,industry,revenue_usd,total_assets_usd,employees,entity_type,listing_status,stock_symbol,fiscal_year,currency,company_size_band,csrd_applicable
455,Castellum AB,Sweden,Sweden,Northern Europe,Construction/Industrials,Real Estate,Commercial Real Estate,1735364550.44,3545653595.27,9566,Public,Listed,CAST.ST,2024,EUR,Large,Yes
456,Almirall S.A.,Spain,Spain,Southern Europe,Healthcare/Pharma,Life Sciences Tools,Lab Instruments,44839601701.3,76662354044.64,176873,Public,Listed,ALMI.MC,2024,EUR,Large,Yes
457,Vopak N.V.,Netherlands,Netherlands,Western Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,16525417897.04,56590739839.33,15588,Public,Listed,VOPA.AS,2024,EUR,Large,Yes
458,Evolution AB,Sweden,Sweden,Northern Europe,Technology,Internet,E-Commerce Platform,84215511743.08,128525779729.1,150920,Public,Listed,EVOL.ST,2024,EUR,Large,Yes
459,MHP Management,Germany,Germany,Central Europe,Technology,IT Services,Managed Services,27602411.99,31722862.85,75,Private,Unlisted,,2024,EUR,Small,No
460,Euler Hermes,France,France,Western Europe,Financial Services,Insurance,P&C Insurance,22744791511.88,286917605038.42,54085,Private,Unlisted,,2024,EUR,Large,Yes
461,Telia Company,Sweden,Sweden,Northern Europe,Telecommunications,Wireless Telecom,Mobile Operator,2428423539.95,4037206345.54,5958,Public,Listed,TELI.ST,2024,EUR,Large,Yes
462,INA d.d.,Croatia,Croatia,Southern Europe,Energy/Utilities,Renewable Energy,Wind,90225420.7,348335600.15,98,Private,Unlisted,,2024,EUR,Small,No
463,Alstom SA,France,France,Western Europe,Automotive/Transport,Shipping,Container Shipping,58176130.85,115695376.3,294,Public,Listed,ALST.PA,2024,EUR,Small,No
464,Lesaffre,France,France,Western Europe,Consumer Goods/Retail,Food Retail,Supermarkets,1330549376.72,1348023962.16,7252,Public,Listed,LESA.PA,2024,EUR,Medium,Yes
465,Puma SE,Germany,Germany,Central Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,2239698074.0,3239163299.6,15443,Private,Unlisted,,2024,EUR,Large,Yes
466,Fortum Sweden,Sweden,Sweden,Northern Europe,Energy/Utilities,Renewable Energy,Solar,1220499249.9,4828815026.68,1583,Public,Listed,FORT.ST,2024,EUR,Medium,Yes
467,Vonovia SE,Germany,Germany,Central Europe,Construction/Industrials,Machinery,Agricultural Machinery,22225718063.47,35668636055.69,84104,Public,Listed,VONO.DE,2024,EUR,Large,Yes
468,Navigator Company,Portugal,Portugal,Southern Europe,Manufacturing,Chemicals,Commodity Chemicals,11843813196.48,19551568937.61,52549,Public,Listed,NAVI.LS,2024,EUR,Large,Yes
469,ERG S.p.A.,Italy,Italy,Southern Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,3534861860.88,15557217671.32,4117,Public,Listed,ERGS.MI,2024,EUR,Large,Yes
470,ArcelorMittal,France,France,Western Europe,Manufacturing,Electrical Equipment,Industrial Electrical,118089058.74,187623342.33,435,Public,Listed,ARCE.PA,2024,EUR,Small,No
471,Gasunie,Netherlands,Netherlands,Western Europe,Energy/Utilities,Renewable Energy,Solar,13514349524.6,29736382690.07,11330,Public,Listed,GASU.AS,2024,EUR,Large,Yes
472,Esker SA,France,France,Western Europe,Technology,Semiconductors,Semiconductor Devices,19956596783.34,31601100106.66,55110,Public,Listed,ESKE.PA,2024,EUR,Large,Yes
473,Piraeus Bank,Greece,Greece,Southern Europe,Financial Services,Insurance,Reinsurance,2939887237.29,27159319129.07,8133,Public,Listed,PIRA.AT,2024,EUR,Large,Yes
474,AIB Group,Ireland,Ireland,Western Europe,Financial Services,Diversified Financials,Holding Company,46393539.29,835610412.77,108,Private,Unlisted,,2024,EUR,Small,No
475,Bumech S.A.,Poland,Poland,Central Europe,Energy/Utilities,Refining & Marketing,Downstream,62055256653.68,190528920891.08,39763,Public,Listed,BUME.WA,2024,EUR,Large,Yes
476,Siemens Healthineers AG,Germany,Germany,Central Europe,Healthcare/Pharma,Biotechnology,Biotech,179130439.53,233308027.14,608,Private,Unlisted,,2024,EUR,Medium,Yes
477,Socfin Group,Luxembourg,Luxembourg,Western Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,1249930464.51,976574806.1,10735,Public,Listed,SOCF.LU,2024,EUR,Medium,Yes
478,Porsche AG,Germany,Germany,Central Europe,Automotive/Transport,Auto Components,Tier-1 Supplier,1001198021.74,2290004633.49,2584,Private,Unlisted,,2024,EUR,Medium,Yes
479,Rosenbauer International,Austria,Austria,Central Europe,Construction/Industrials,Engineering Services,Engineering & Consulting,1989894749.09,2914712194.34,9520,Public,Listed,ROSE.VI,2024,EUR,Large,Yes
480,Hornbach Baumarkt,Germany,Germany,Central Europe,Consumer Goods/Retail,Hotels & Leisure,Hospitality,8246545031.29,6763520270.5,60792,Public,Listed,HORN.DE,2024,EUR,Large,Yes
481,Bic SA,France,France,Western Europe,Consumer Goods/Retail,Household Products,Household Goods,93317229899.81,153024276473.09,290866,Public,Listed,BICS.PA,2024,EUR,Large,Yes
482,Bottega Veneta,Italy,Italy,Southern Europe,Consumer Goods/Retail,Food & Beverage,Beverages,26335222427.0,45779126309.34,107272,Public,Listed,BOTT.MI,2024,EUR,Large,Yes
483,Iberdrola S.A.,Spain,Spain,Southern Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,3303054412.45,14275869037.75,2913,Private,Unlisted,,2024,EUR,Large,Yes
484,IONOS Group,Germany,Germany,Central Europe,Technology,Semiconductors,Semiconductor Devices,9597324195.56,16322635876.88,15774,Public,Unlisted,,2024,EUR,Large,Yes
485,GEK Terna,Greece,Greece,Southern Europe,Construction/Industrials,Aerospace & Defense,Defense,24740976129.36,24877707245.33,82781,Public,Listed,GEKT.AT,2024,EUR,Large,Yes
486,Fresenius SE,Germany,Germany,Central Europe,Healthcare/Pharma,Biotechnology,Biotech,719124095.2,1468778328.6,2601,Private,Unlisted,,2024,EUR,Medium,Yes
487,Trevi Finanziaria,Italy,Italy,Southern Europe,Construction/Industrials,Aerospace & Defense,Defense,3396292446.18,5829432010.93,17030,Public,Listed,TREV.MI,2024,EUR,Large,Yes
488,Philips,Netherlands,Netherlands,Western Europe,Healthcare/Pharma,Medical Devices,Medical Devices,2391136249.07,5618205488.08,7425,Public,Listed,PHIL.AS,2024,EUR,Large,Yes
489,Signify N.V.,Netherlands,Netherlands,Western Europe,Construction/Industrials,Building Products,Building Materials,551341716.33,794147060.55,2665,Private,Unlisted,,2024,EUR,Medium,Yes
490,Coop Danmark,Denmark,Denmark,Northern Europe,Consumer Goods/Retail,Food & Beverage,Alcoholic Beverages,8180631880.22,11083039495.72,54884,Public,Listed,COOP.CO,2024,EUR,Large,Yes
491,Iliad SA,France,France,Western Europe,Telecommunications,Integrated Telecom,Integrated Telecom,5693223430.11,14472020052.76,22670,Public,Listed,ILIA.PA,2024,EUR,Large,Yes
492,Legrand SA,France,France,Western Europe,Construction/Industrials,Real Estate,Commercial Real Estate,15718905.44,24223616.73,91,Private,Unlisted,,2024,EUR,Small,No
493,Fincantieri Marine Systems,Italy,Italy,Southern Europe,Construction/Industrials,Construction,General Contracting,12519726397.17,16224342523.97,50713,Public,Listed,FINC.MI,2024,EUR,Large,Yes
494,Mayr-Melnhof Karton,Austria,Austria,Central Europe,Manufacturing,Chemicals,Commodity Chemicals,1241371639.93,2665940372.11,4418,Private,Unlisted,,2024,EUR,Medium,Yes
495,Lotus Bakeries,Belgium,Belgium,Western Europe,Consumer Goods/Retail,E-Commerce,Online Retail,29664973.67,37217549.16,103,Private,Unlisted,,2024,EUR,Small,No
496,Esselunga,Italy,Italy,Southern Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,69277810428.52,80603059023.74,285038,Private,Unlisted,,2024,EUR,Large,Yes
497,Teixeira Duarte,Portugal,Portugal,Southern Europe,Construction/Industrials,Professional Services,Facility Services,288155001.31,312487246.94,1982,Private,Unlisted,,2024,EUR,Medium,Yes
498,Worldline SA,France,France,Western Europe,Technology,Software,Enterprise Software,15194818064.95,14057382713.41,37174,Private,Unlisted,,2024,EUR,Large,Yes
499,SMA Solar Technology AG,Germany,Germany,Central Europe,Energy/Utilities,Oil & Gas E&P,Upstream,35973858700.02,101864985259.08,55409,Public,Unlisted,,2024,EUR,Large,Yes
500,Azkoyen Group,Spain,Spain,Southern Europe,Construction/Industrials,Professional Services,Facility Services,987185629.83,1471550916.83,4551,Private,Unlisted,,2024,EUR,Medium,Yes
501,Grifols S.A.,Spain,Spain,Southern Europe,Healthcare/Pharma,Life Sciences Tools,Lab Instruments,282021377.65,694885375.7,849,Public,Listed,GRIF.MC,2024,EUR,Medium,Yes
502,Covestro AG,Germany,Germany,Central Europe,Manufacturing,Paper & Packaging,Packaging,189155708.5,349766342.24,577,Private,Unlisted,,2024,EUR,Medium,Yes
503,Efecte Oyj,Finland,Finland,Northern Europe,Technology,Software,Enterprise Software,657127135.76,801891801.22,1147,Private,Unlisted,,2024,EUR,Medium,Yes
504,Mycronic AB,Sweden,Sweden,Northern Europe,Technology,Semiconductors,Semiconductor Devices,708228303.12,862355582.89,1744,Private,Unlisted,,2024,EUR,Medium,Yes
505,Bongrain (Savencia),France,France,Western Europe,Consumer Goods/Retail,E-Commerce,Online Retail,51266355.26,46680136.75,306,Public,Listed,BONG.PA,2024,EUR,Small,No
506,BRD-Groupe Société Générale,Romania,Romania,Eastern Europe,Financial Services,Diversified Financials,Holding Company,667141365.57,12052296531.63,1272,Private,Unlisted,,2024,EUR,Medium,Yes
507,Tous Jewelry,Spain,Spain,Southern Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,166087769.6,291730815.19,661,Public,Listed,TOUS.MC,2024,EUR,Medium,Yes
508,Solaria Energía,Spain,Spain,Southern Europe,Energy/Utilities,Integrated Oil & Gas,Integrated Oil & Gas,7267163682.83,18916023132.83,12513,Public,Listed,SOLA.MC,2024,EUR,Large,Yes
509,Bawag Group,Austria,Austria,Central Europe,Financial Services,Insurance,P&C Insurance,45105237358.33,522860656496.73,68362,Public,Listed,BAWA.VI,2024,EUR,Large,Yes
510,Titan Cement,Greece,Greece,Southern Europe,Construction/Industrials,Construction,Civil Engineering,128796962.27,170405292.55,758,Private,Unlisted,,2024,EUR,Small,No
511,Jumbo Supermarkten,Netherlands,Netherlands,Western Europe,Consumer Goods/Retail,Household Products,Household Goods,36627586850.15,56155078283.33,214986,Public,Listed,JUMB.AS,2024,EUR,Large,Yes
512,Securitas AB,Sweden,Sweden,Northern Europe,Construction/Industrials,Construction,Civil Engineering,351521007.56,719048923.24,1946,Public,Listed,SECU.ST,2024,EUR,Medium,Yes
513,Autogrill Italia,Italy,Italy,Southern Europe,Consumer Goods/Retail,Household Products,Household Goods,14952736727.92,15022738125.17,129511,Public,Listed,AUTO.MI,2024,EUR,Large,Yes
514,Capgemini SE,France,France,Western Europe,Technology,Internet,E-Commerce Platform,45598062641.32,47492172759.22,113200,Public,Listed,CAPG.PA,2024,EUR,Large,Yes
515,Moët Hennessy,France,France,Western Europe,Consumer Goods/Retail,E-Commerce,Online Retail,4905195409.18,7726933238.36,38961,Private,Unlisted,,2024,EUR,Large,Yes
516,Cementos Molins,Spain,Spain,Southern Europe,Construction/Industrials,Aerospace & Defense,Commercial Aerospace,76262264021.94,88907191300.64,358947,Public,Listed,CEME.MC,2024,EUR,Large,Yes
517,Beiersdorf AG,Germany,Germany,Central Europe,Consumer Goods/Retail,Media & Entertainment,Media,13818111715.89,19287851740.2,111668,Public,Listed,BEIE.DE,2024,EUR,Large,Yes
518,Malta International Airport,Malta,Malta,Southern Europe,Automotive/Transport,Logistics,Road Freight,17357426976.48,33641749429.2,65838,Public,Listed,MALT.EU,2024,EUR,Large,Yes
519,EVN AG,Austria,Austria,Central Europe,Energy/Utilities,Renewable Energy,Wind,22345782.43,88633254.97,20,Private,Unlisted,,2024,EUR,Small,No
520,BTS Group,Sweden,Sweden,Northern Europe,Technology,IT Services,IT Consulting,3327996449.17,5569133307.31,8445,Private,Unlisted,,2024,EUR,Large,Yes
521,Dassault Systèmes,France,France,Western Europe,Technology,Software,Enterprise Software,1286816484.95,2000793384.48,3792,Private,Unlisted,,2024,EUR,Medium,Yes
522,Mediobanca,Italy,Italy,Southern Europe,Financial Services,Banking,Retail Banking,3368312335.48,63230761530.98,9735,Public,Listed,MEDI.MI,2024,EUR,Large,Yes
523,HEMA,Netherlands,Netherlands,Western Europe,Consumer Goods/Retail,Household Products,Household Goods,610624569.91,827249406.02,2964,Public,Listed,HEMA.AS,2024,EUR,Medium,Yes
524,Ørsted A/S,Denmark,Denmark,Northern Europe,Energy/Utilities,Renewable Energy,Wind,431330495.09,1608703892.24,423,Public,Listed,ØRST.CO,2024,EUR,Medium,Yes
525,Edeka Group,Germany,Germany,Central Europe,Consumer Goods/Retail,Hotels & Leisure,Hospitality,299034220.34,328136904.93,2149,Public,Listed,EDEK.DE,2024,EUR,Medium,Yes
526,Vivendi SE,France,France,Western Europe,Consumer Goods/Retail,Apparel & Luxury,Apparel,248983897.28,342593842.44,1962,Public,Listed,VIVE.PA,2024,EUR,Medium,Yes
527,EDP Renováveis,Portugal,Portugal,Southern Europe,Energy/Utilities,Integrated Oil & Gas,Integrated Oil & Gas,223349915.1,937719391.09,287,Private,Unlisted,,2024,EUR,Medium,Yes
528,Wendel SE,France,France,Western Europe,Financial Services,Insurance,P&C Insurance,27545438.13,230915759.35,51,Private,Unlisted,,2024,EUR,Small,No
529,SCM Group,Italy,Italy,Southern Europe,Construction/Industrials,Real Estate,Commercial Real Estate,2597077803.84,3067167836.55,15851,Public,Listed,SCMG.MI,2024,EUR,Large,Yes
530,Astaldi SpA,Italy,Italy,Southern Europe,Construction/Industrials,Building Products,Building Materials,211877725.37,340047291.09,1212,Public,Listed,ASTA.MI,2024,EUR,Medium,Yes
531,Hapag-Lloyd AG,Germany,Germany,Central Europe,Automotive/Transport,Auto Components,Tier-1 Supplier,278611712.66,498887016.84,1175,Private,Unlisted,,2024,EUR,Medium,Yes
532,Continente (Sonae MC),Portugal,Portugal,Southern Europe,Consumer Goods/Retail,Food & Beverage,Beverages,79250639030.64,66507063353.62,695915,Public,Listed,CONT.LS,2024,EUR,Large,Yes
533,Grupo Planeta,Spain,Spain,Southern Europe,Consumer Goods/Retail,Food Retail,Supermarkets,42268168895.62,64457931947.38,157472,Public,Listed,GRUP.MC,2024,EUR,Large,Yes
534,DCC plc,Ireland,Ireland,Western Europe,Energy/Utilities,Renewable Energy,Wind,48567058.13,142147493.9,53,Private,Unlisted,,2024,EUR,Small,No
535,MAN SE,Germany,Germany,Central Europe,Automotive/Transport,Airlines,Cargo Airline,233126292.8,322390937.78,924,Public,Listed,MANS.DE,2024,EUR,Medium,Yes
536,Wacker Chemie AG,Germany,Germany,Central Europe,Manufacturing,Chemicals,Commodity Chemicals,92627913391.89,195565584167.86,275910,Public,Listed,WACK.DE,2024,EUR,Large,Yes
537,A1 Telekom Austria,Austria,Austria,Central Europe,Telecommunications,Integrated Telecom,Integrated Telecom,90530121567.75,254601149373.15,214657,Private,Unlisted,,2024,EUR,Large,Yes
538,Fourlis Holdings,Greece,Greece,Southern Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,578703735.64,738156904.34,3001,Private,Unlisted,,2024,EUR,Medium,Yes
539,Metsä Group,Finland,Finland,Northern Europe,Manufacturing,Electrical Equipment,Industrial Electrical,558726678.4,661062067.13,1771,Private,Unlisted,,2024,EUR,Medium,Yes
540,CP (Comboios de Portugal),Portugal,Portugal,Southern Europe,Automotive/Transport,Shipping,Container Shipping,4259430919.65,6552948789.79,23286,Public,Listed,CPCO.LS,2024,EUR,Large,Yes
541,Generali Group,Italy,Italy,Southern Europe,Financial Services,Banking,Retail Banking,612318420.52,6245070107.47,1907,Private,Unlisted,,2024,EUR,Medium,Yes
542,Palfinger AG,Austria,Austria,Central Europe,Construction/Industrials,Professional Services,Facility Services,1319095927.27,2144578826.9,7819,Private,Unlisted,,2024,EUR,Medium,Yes
543,Basware Oyj,Finland,Finland,Northern Europe,Technology,Internet,E-Commerce Platform,868377131.56,979077262.0,2523,Private,Unlisted,,2024,EUR,Medium,Yes
544,Kaufland,Germany,Germany,Central Europe,Consumer Goods/Retail,Hotels & Leisure,Hospitality,14814466425.93,13216322308.32,82206,Public,Listed,KAUF.DE,2024,EUR,Large,Yes
545,AstraZeneca (Sweden ops),Sweden,Sweden,Northern Europe,Healthcare/Pharma,Healthcare Services,Clinical Services,1079610714.26,2650506771.37,4318,Private,Unlisted,,2024,EUR,Medium,Yes
546,Coop Italia,Italy,Italy,Southern Europe,Consumer Goods/Retail,Hotels & Leisure,Hospitality,1374687369.21,1765231432.97,8818,Private,Unlisted,,2024,EUR,Medium,Yes
547,SES-imagotag,France,France,Western Europe,Technology,Semiconductors,Semiconductor Devices,17371226482.58,14379970010.31,39520,Public,Listed,SESI.PA,2024,EUR,Large,Yes
548,Modern Times Group (MTG),Sweden,Sweden,Northern Europe,Technology,Hardware,Electronic Components,61566803108.22,104552880850.69,77227,Public,Listed,MODE.ST,2024,EUR,Large,Yes
549,Smurfit Kappa Group,Ireland,Ireland,Western Europe,Manufacturing,Paper & Packaging,Packaging,18059371010.21,39194857575.69,42539,Public,Unlisted,,2024,EUR,Large,Yes
550,Dalata Hotel Group,Ireland,Ireland,Western Europe,Consumer Goods/Retail,Food Retail,Discount Retail,797371320.86,825664602.17,5204,Public,Listed,DALA.IR,2024,EUR,Medium,Yes
551,Jerónimo Martins,Portugal,Portugal,Southern Europe,Consumer Goods/Retail,Food & Beverage,Alcoholic Beverages,73679303044.59,89137379777.56,659166,Public,Listed,JERÓ.LS,2024,EUR,Large,Yes
552,Erste Group Bank,Austria,Austria,Central Europe,Financial Services,Capital Markets,Exchange / Clearing,832956401.28,15240332565.94,1587,Public,Listed,ERST.VI,2024,EUR,Medium,Yes
553,Nexans SA,France,France,Western Europe,Manufacturing,Chemicals,Specialty Chemicals,13251581735.25,28427411192.04,46211,Public,Listed,NEXA.PA,2024,EUR,Large,Yes
554,Tereos Sugar,France,France,Western Europe,Consumer Goods/Retail,Household Products,Household Goods,163472967.53,208363677.24,1244,Public,Listed,TERE.PA,2024,EUR,Medium,Yes
555,Globus SB-Warenhaus,Germany,Germany,Central Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,16950033779.66,13598474315.31,70976,Private,Unlisted,,2024,EUR,Large,Yes
556,Amplifon S.p.A.,Italy,Italy,Southern Europe,Healthcare/Pharma,Biotechnology,Biotech,2626424574.44,3629764437.07,9672,Public,Listed,AMPL.MI,2024,EUR,Large,Yes
557,FLSmidth & Co.,Denmark,Denmark,Northern Europe,Construction/Industrials,Building Products,Building Materials,345922587.52,549671604.24,1696,Private,Unlisted,,2024,EUR,Medium,Yes
558,Suez SA,France,France,Western Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,80476934557.6,276355721747.44,67610,Public,Listed,SUEZ.PA,2024,EUR,Large,Yes
559,Galp Energia,Portugal,Portugal,Southern Europe,Energy/Utilities,Gas Utilities,Gas Distribution,45839259.54,119894379.59,63,Private,Unlisted,,2024,EUR,Small,No
560,Biesse Group,Italy,Italy,Southern Europe,Construction/Industrials,Machinery,Agricultural Machinery,379525320.83,805157390.08,2207,Private,Unlisted,,2024,EUR,Medium,Yes
561,Tubos Reunidos,Spain,Spain,Southern Europe,Manufacturing,Metals & Mining,Steel,88370800388.46,160714474692.97,390546,Public,Listed,TUBO.MC,2024,EUR,Large,Yes
562,Kendrion N.V.,Netherlands,Netherlands,Western Europe,Construction/Industrials,Construction,General Contracting,208504394.12,408560226.43,987,Private,Unlisted,,2024,EUR,Medium,Yes
563,DNA Oyj,Finland,Finland,Northern Europe,Telecommunications,Satellite,Satellite Services,55208697276.19,100269340323.34,155279,Public,Unlisted,,2024,EUR,Large,Yes
564,InPost S.A.,Poland,Poland,Central Europe,Automotive/Transport,Automotive OEM,Passenger Vehicles,90268794.28,111285510.11,481,Private,Unlisted,,2024,EUR,Small,No
565,Solvay SA,France,France,Western Europe,Manufacturing,Chemicals,Specialty Chemicals,20253882.07,44229200.71,90,Private,Unlisted,,2024,EUR,Small,No
566,Jyske Bank,Denmark,Denmark,Northern Europe,Financial Services,Asset Management,Asset Management,33611238831.19,579950899318.33,52743,Public,Listed,JYSK.CO,2024,EUR,Large,Yes
567,Elia Group,Belgium,Belgium,Western Europe,Energy/Utilities,Integrated Oil & Gas,Integrated Oil & Gas,32248459029.07,142541600460.28,28720,Public,Unlisted,,2024,EUR,Large,Yes
568,Cegedim,France,France,Western Europe,Technology,Semiconductors,Semiconductor Devices,7465949547.62,8796404482.37,11059,Public,Listed,CEGE.PA,2024,EUR,Large,Yes
569,Ibersol,Portugal,Portugal,Southern Europe,Consumer Goods/Retail,Household Products,Household Goods,1350059163.21,1725448186.39,4657,Private,Unlisted,,2024,EUR,Medium,Yes
570,Axel Springer SE,Germany,Germany,Central Europe,Consumer Goods/Retail,E-Commerce,Online Retail,54762796.46,76836463.28,182,Private,Unlisted,,2024,EUR,Small,No
571,Volkswagen AG,Germany,Germany,Central Europe,Automotive/Transport,Automotive OEM,Passenger Vehicles,410336544.22,803894664.94,1563,Private,Unlisted,,2024,EUR,Medium,Yes
572,Scout24 SE,Germany,Germany,Central Europe,Technology,Internet,Digital Media,4034847499.27,4747843270.73,5241,Public,Listed,SCOU.DE,2024,EUR,Large,Yes
573,Unibail-Rodamco-Westfield,France,France,Western Europe,Construction/Industrials,Real Estate,Residential Real Estate,30159400310.83,33836222297.87,125381,Public,Listed,UNIB.PA,2024,EUR,Large,Yes
574,Paddy Power Betfair,Ireland,Ireland,Western Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,1029436777.48,1528882127.38,8798,Private,Unlisted,,2024,EUR,Medium,Yes
575,Ignitis Group,Lithuania,Lithuania,Northern Europe,Energy/Utilities,Gas Utilities,Gas Distribution,230217232.42,834585705.75,213,Private,Unlisted,,2024,EUR,Medium,No
576,KPN N.V.,Netherlands,Netherlands,Western Europe,Telecommunications,Integrated Telecom,Integrated Telecom,269687689.13,437306172.15,658,Private,Unlisted,,2024,EUR,Medium,Yes
577,Banca Popolare di Sondrio,Italy,Italy,Southern Europe,Financial Services,Insurance,P&C Insurance,417078539.91,3926927066.75,1293,Public,Listed,BANC.MI,2024,EUR,Medium,Yes
578,Dolce & Gabbana,Italy,Italy,Southern Europe,Consumer Goods/Retail,Food Retail,Supermarkets,8942025210.25,11821373980.95,62343,Public,Listed,DOLC.MI,2024,EUR,Large,Yes
579,Generali France,France,France,Western Europe,Financial Services,Insurance,Life Insurance,346937366.47,5995345268.64,831,Public,Listed,GENE.PA,2024,EUR,Medium,Yes
580,TeamViewer SE,Germany,Germany,Central Europe,Technology,Internet,E-Commerce Platform,1266158421.66,1859105954.52,1780,Public,Listed,TEAM.DE,2024,EUR,Medium,Yes
581,Magyar Posta,Hungary,Hungary,Central Europe,Automotive/Transport,Airlines,Passenger Airline,30197136400.84,44100303891.21,90494,Public,Listed,MAGY.BU,2024,EUR,Large,Yes
582,FinecoBank,Italy,Italy,Southern Europe,Financial Services,Capital Markets,Exchange / Clearing,64759979977.26,1192728061863.69,122222,Public,Listed,FINE.MI,2024,EUR,Large,Yes
583,Exor N.V.,Netherlands,Netherlands,Western Europe,Financial Services,Diversified Financials,Holding Company,30704413.83,473030233.88,121,Private,Unlisted,,2024,EUR,Small,No
584,Vodafone Greece,Greece,Greece,Southern Europe,Telecommunications,Telecom Infrastructure,Towers & Fiber,248348105.94,750634743.02,727,Public,Listed,VODA.AT,2024,EUR,Medium,Yes
585,IAG (International Airlines Group),Spain,Spain,Southern Europe,Automotive/Transport,Logistics,Road Freight,45530173001.22,104961192161.88,201437,Public,Listed,IAGI.MC,2024,EUR,Large,Yes
586,Orange Romania,Romania,Romania,Eastern Europe,Telecommunications,Telecom Infrastructure,Towers & Fiber,188195328.91,286280221.52,835,Public,Listed,ORAN.BVB,2024,EUR,Medium,Yes
587,Solaris Bus & Coach,Poland,Poland,Central Europe,Automotive/Transport,Automotive OEM,Commercial Vehicles,59504054.94,107613634.1,325,Private,Unlisted,,2024,EUR,Small,No
588,Kemira Oyj,Finland,Finland,Northern Europe,Manufacturing,Metals & Mining,Non-Ferrous Metals,4572137016.3,8647477189.84,21969,Public,Listed,KEMI.HE,2024,EUR,Large,Yes
589,VR Group,Finland,Finland,Northern Europe,Automotive/Transport,Logistics,Road Freight,43475335.12,101958332.05,190,Private,Unlisted,,2024,EUR,Small,No
590,Dino Polska,Poland,Poland,Central Europe,Consumer Goods/Retail,Food & Beverage,Beverages,4307917449.83,7705495132.48,35831,Public,Listed,DINO.WA,2024,EUR,Large,Yes
591,PSI Software,Germany,Germany,Central Europe,Technology,IT Services,Managed Services,751489743.65,851152063.75,1394,Public,Listed,PSIS.DE,2024,EUR,Medium,Yes
592,Magyar Telekom,Hungary,Hungary,Central Europe,Telecommunications,Satellite,Satellite Services,711578358.25,1408757006.78,2908,Public,Listed,MAGY.BU,2024,EUR,Medium,Yes
593,Eurotech SpA,Italy,Italy,Southern Europe,Technology,Hardware,Electronic Components,19855085.99,31117615.39,26,Public,Listed,EURO.MI,2024,EUR,Small,No
594,Ernst & Young Germany,Germany,Germany,Central Europe,Financial Services,Banking,Commercial Banking,67697717.73,688893911.12,127,Private,Unlisted,,2024,EUR,Small,No
595,Wienerberger AG,Austria,Austria,Central Europe,Construction/Industrials,Aerospace & Defense,Commercial Aerospace,78024216575.61,92424112891.31,410730,Public,Listed,WIEN.VI,2024,EUR,Large,Yes
596,Maisons du Monde,France,France,Western Europe,Consumer Goods/Retail,Media & Entertainment,Media,224554223.66,157288993.47,1166,Private,Unlisted,,2024,EUR,Medium,Yes
597,VGP NV,Belgium,Belgium,Western Europe,Construction/Industrials,Construction,General Contracting,85290608.83,112475522.62,344,Private,Unlisted,,2024,EUR,Small,No
598,Krka d.d.,Slovenia,Slovenia,Southern Europe,Healthcare/Pharma,Pharmaceuticals,Generic Pharma,19524383.26,46426339.34,99,Private,Unlisted,,2024,EUR,Small,No
599,Bouygues SA,France,France,Western Europe,Construction/Industrials,Professional Services,Facility Services,52155706.5,79057226.55,286,Private,Unlisted,,2024,EUR,Small,No
600,Cairn Homes,Ireland,Ireland,Western Europe,Construction/Industrials,Real Estate,Residential Real Estate,1054879461.4,1738803684.29,3722,Public,Listed,CAIR.IR,2024,EUR,Medium,Yes
601,LEO Pharma,Denmark,Denmark,Northern Europe,Healthcare/Pharma,Medical Devices,Medical Devices,387967276.91,893071171.48,1690,Private,Unlisted,,2024,EUR,Medium,Yes
602,bol.com,Netherlands,Netherlands,Western Europe,Consumer Goods/Retail,Food Retail,Discount Retail,2097428834.03,2178141511.97,12975,Private,Unlisted,,2024,EUR,Large,Yes
603,Martifer SGPS,Portugal,Portugal,Southern Europe,Construction/Industrials,Construction,General Contracting,18347807897.66,29171884488.05,101156,Public,Listed,MART.LS,2024,EUR,Large,Yes
604,Synthos S.A.,Poland,Poland,Central Europe,Manufacturing,Chemicals,Specialty Chemicals,46382281.68,93720418.11,168,Private,Unlisted,,2024,EUR,Small,No
605,Novo Banco,Portugal,Portugal,Southern Europe,Financial Services,Insurance,P&C Insurance,42159023016.63,570864601505.37,87141,Public,Listed,NOVO.LS,2024,EUR,Large,Yes
606,Demant A/S,Denmark,Denmark,Northern Europe,Healthcare/Pharma,Healthcare Services,Clinical Services,877426507.01,1817211988.24,2879,Private,Unlisted,,2024,EUR,Medium,Yes
607,Volvo Cars,Sweden,Sweden,Northern Europe,Automotive/Transport,Airport Operator,Airport Operator,182914833.69,262075488.28,985,Private,Unlisted,,2024,EUR,Medium,Yes
