company_id,company_name,year,sector,country,scope_1_emissions_tco2e,scope_2_emissions_tco2e,scope_3_emissions_tco2e,energy_consumption_mwh,renewable_energy_percent,water_usage_m3,waste_generated_tons,waste_recycled_percent,employee_count,female_employee_ratio,board_independence_percent,incident_count,esg_score
506,BRD-Groupe Société Générale,2024,Financial Services,Romania,220.87,753.51,72293.53,3598.78,88.47,9141.89,502.93,89.56,1272,0.563,80.21,2,72.67
507,Tous Jewelry,2024,Consumer Goods/Retail,Spain,893.27,3164.03,25209.96,1413.36,65.92,17364.7,1773.39,54.17,661,0.596,75.3,0,70.68
508,Solaria Energía,2024,Energy/Utilities,Spain,6372992.83,215475.04,4957291.62,3666621.84,66.93,38822942.82,160462.2,66.37,12513,0.282,81.96,13,62.45
509,Bawag Group,2024,Financial Services,Austria,13922.77,18493.34,12670146.96,221502.05,81.85,253083.33,40408.38,89.63,68362,0.468,68.09,3,71.11
510,Titan Cement,2024,Construction/Industrials,Greece,5735.3,5019.05,43799.56,6192.02,11.88,46699.91,3341.03,60.2,758,0.191,34.72,4,49.87
511,Jumbo Supermarkten,2024,Consumer Goods/Retail,Netherlands,492239.63,686064.29,7074389.98,195258.34,56.52,23222491.62,625418.78,71.89,214986,0.605,54.04,7,57.91
512,Securitas AB,2024,Construction/Industrials,Sweden,34690.47,13222.34,229022.51,26623.7,41.33,115057.47,18738.35,35.66,1946,0.2,56.64,7,47.75
513,Autogrill Italia,2024,Consumer Goods/Retail,Italy,37421.45,152805.77,1494676.1,328174.14,40.57,8756931.74,134631.78,78.64,129511,0.698,53.71,7,65.04
514,Capgemini SE,2024,Technology,France,42109.18,290327.06,545551.04,460275.46,83.02,784591.64,11848.44,73.43,113200,0.393,76.06,2,74.54
515,Moët Hennessy,2024,Consumer Goods/Retail,France,58216.73,42680.79,333597.91,27138.32,47.2,1293299.9,71869.38,75.44,38961,0.482,69.46,6,66.43
516,Cementos Molins,2024,Construction/Industrials,Spain,1608265.78,928719.53,9899271.76,2556065.7,32.36,16981065.62,3761366.69,73.37,358947,0.191,59.81,26,58.6
517,Beiersdorf AG,2024,Consumer Goods/Retail,Germany,41978.18,108816.02,946385.6,229948.13,49.22,4922988.29,198486.51,75.6,111668,0.513,71.04,5,69.87
518,Malta International Airport,2024,Automotive/Transport,Malta,444679.04,178384.65,5764727.29,1193814.62,20.37,1398026.21,234666.55,58.91,65838,0.352,55.73,13,56.95
519,EVN AG,2024,Energy/Utilities,Austria,18364.33,1187.55,19860.96,3890.85,45.2,70718.86,716.9,75.22,20,0.25,58.64,2,60.71
520,BTS Group,2024,Technology,Sweden,5966.05,14077.71,32518.47,16446.3,63.76,60316.48,8739.87,76.75,8445,0.393,70.38,1,70.78
521,Dassault Systèmes,2024,Technology,France,806.13,9286.17,16083.13,11615.09,47.29,31205.08,1200.33,63.56,3792,0.36,74.42,2,65.07
522,Mediobanca,2024,Financial Services,Italy,835.48,1235.86,690444.35,19856.62,59.64,34191.62,1980.64,63.33,9735,0.541,70.84,3,67.9
523,HEMA,2024,Consumer Goods/Retail,Netherlands,2702.7,4297.95,32854.31,5467.87,45.25,94557.83,3479.44,71.19,2964,0.503,68.05,2,74.12
524,Ørsted A/S,2024,Energy/Utilities,Denmark,502220.72,11430.21,1097579.21,61192.41,33.58,1748040.4,13463.02,78.9,423,0.286,67.74,1,52.11
525,Edeka Group,2024,Consumer Goods/Retail,Germany,1629.58,5288.18,30370.63,2913.75,62.62,169720.12,2160.56,74.74,2149,0.558,70.6,2,67.46
526,Vivendi SE,2024,Consumer Goods/Retail,France,881.88,2102.92,13765.39,2442.41,28.33,81567.51,2842.36,48.87,1962,0.522,46.56,2,63.24
527,EDP Renováveis,2024,Energy/Utilities,Portugal,81926.55,6189.7,89370.8,55559.81,15.43,417176.93,3496.19,41.48,287,0.24,72.76,2,60.74
528,Wendel SE,2024,Financial Services,France,7.1,20.36,6328.2,49.94,70.42,358.28,16.48,62.31,51,0.507,72.54,0,64.76
529,SCM Group,2024,Construction/Industrials,Italy,238437.23,85294.62,976709.38,117711.72,39.57,1256033.02,31451.38,63.25,15851,0.167,43.58,12,49.31
530,Astaldi SpA,2024,Construction/Industrials,Italy,15211.45,5820.16,84642.86,9774.54,13.58,49437.08,8555.86,66.53,1212,0.272,49.4,3,55.45
531,Hapag-Lloyd AG,2024,Automotive/Transport,Germany,8989.65,7068.33,88063.92,12289.47,38.52,37032.01,1629.81,84.31,1175,0.204,41.41,3,57.07
532,Continente (Sonae MC),2024,Consumer Goods/Retail,Portugal,1058655.87,643229.56,9025086.86,1957557.98,73.36,48025666.64,828856.18,51.5,695915,0.509,76.21,8,64.2
533,Grupo Planeta,2024,Consumer Goods/Retail,Spain,190465.04,657295.95,5971196.18,220683.47,54.18,19194245.01,364416.41,46.25,157472,0.573,67.06,7,62.54
534,DCC plc,2024,Energy/Utilities,Ireland,10290.29,1379.61,14113.11,12255.8,56.69,48088.32,2341.73,48.6,53,0.216,69.04,1,67.92
535,MAN SE,2024,Automotive/Transport,Germany,8738.67,8359.61,141369.34,9409.02,18.91,92210.59,4734.04,64.63,924,0.369,78.59,3,53.38
536,Wacker Chemie AG,2024,Manufacturing,Germany,5983515.3,4690006.11,32336991.97,7000173.56,27.51,176943466.69,6860328.54,52.33,275910,0.182,75.25,21,53.55
537,A1 Telekom Austria,2024,Telecommunications,Austria,446978.39,2298258.47,5375084.57,2837583.35,28.57,3988808.8,300907.26,87.57,214657,0.401,77.65,6,61.77
538,Fourlis Holdings,2024,Consumer Goods/Retail,Greece,5347.49,7861.61,74453.53,6594.11,21.88,170845.01,9111.95,71.29,3001,0.593,58.38,3,61.7
539,Metsä Group,2024,Manufacturing,Finland,32076.04,18426.97,127596.69,49241.18,20.96,1918827.7,32267.0,54.96,1771,0.365,48.81,4,54.94
540,CP (Comboios de Portugal),2024,Automotive/Transport,Portugal,69022.56,76896.59,1674208.27,183932.21,41.34,1542501.15,23442.98,53.71,23286,0.284,67.95,12,55.23
541,Generali Group,2024,Financial Services,Italy,119.73,726.46,177761.47,3257.41,58.88,7526.97,181.4,70.71,1907,0.444,72.2,0,61.15
542,Palfinger AG,2024,Construction/Industrials,Austria,89272.54,16672.27,356636.97,78407.66,18.77,847762.92,94272.76,61.9,7819,0.202,30.67,11,45.39
543,Basware Oyj,2024,Technology,Finland,605.21,5677.02,16482.68,9059.02,89.45,26177.44,248.87,67.05,2523,0.289,73.29,2,64.5
544,Kaufland,2024,Consumer Goods/Retail,Germany,210210.62,151275.51,1446169.65,112315.3,32.42,10667353.16,47430.98,87.85,82206,0.613,45.79,5,61.0
545,AstraZeneca (Sweden ops),2024,Healthcare/Pharma,Sweden,10650.63,10044.33,78878.72,21140.98,30.19,894874.7,9195.55,79.76,4318,0.599,55.71,4,59.09
546,Coop Italia,2024,Consumer Goods/Retail,Italy,14141.22,7390.4,93536.3,16644.44,24.35,628096.48,8999.42,67.82,8818,0.702,54.58,4,62.12
547,SES-imagotag,2024,Technology,France,29164.24,90513.68,163866.89,149651.22,65.72,482793.33,32514.08,82.09,39520,0.38,76.77,3,70.41
548,Modern Times Group (MTG),2024,Technology,Sweden,73668.04,480466.08,1394615.18,355630.28,67.31,2249257.55,25950.83,61.65,77227,0.266,73.44,2,63.29
549,Smurfit Kappa Group,2024,Manufacturing,Ireland,1570114.24,591772.0,5103798.58,1026468.45,22.25,71056264.81,809574.31,62.27,42539,0.341,46.27,15,50.76
550,Dalata Hotel Group,2024,Consumer Goods/Retail,Ireland,4709.34,11987.69,59085.17,10949.7,52.05,238150.82,9436.57,77.1,5204,0.648,53.97,2,71.15
551,Jerónimo Martins,2024,Consumer Goods/Retail,Portugal,988768.54,547907.2,5571226.32,1841748.67,48.05,22098736.98,323488.03,78.59,659166,0.616,47.79,8,69.17
552,Erste Group Bank,2024,Financial Services,Austria,75.01,1691.38,130671.55,1574.32,64.04,4939.8,560.04,79.81,1587,0.496,86.57,2,76.12
553,Nexans SA,2024,Manufacturing,France,962912.51,670808.43,4047609.71,705444.31,48.2,29509765.0,452373.15,38.68,46211,0.29,64.05,14,56.01
554,Tereos Sugar,2024,Consumer Goods/Retail,France,999.62,1163.08,9662.97,3855.32,29.51,65684.77,2254.21,78.37,1244,0.647,75.21,2,73.91
555,Globus SB-Warenhaus,2024,Consumer Goods/Retail,Germany,241394.26,272978.47,3759801.52,151138.26,50.95,6926259.55,131448.29,46.68,70976,0.706,52.33,6,54.99
556,Amplifon S.p.A.,2024,Healthcare/Pharma,Italy,16181.26,58758.54,239885.21,70817.4,75.88,1690429.79,23881.43,63.17,9672,0.582,77.06,5,70.94
557,FLSmidth & Co.,2024,Construction/Industrials,Denmark,34363.04,6335.04,118986.93,20146.02,23.66,165342.69,6756.6,77.34,1696,0.321,45.16,5,53.98
558,Suez SA,2024,Energy/Utilities,France,24909022.27,2122513.9,59954026.2,27880815.04,24.53,326732823.5,2802813.5,74.82,67610,0.361,65.05,17,58.63
559,Galp Energia,2024,Energy/Utilities,Portugal,44220.0,992.93,53837.4,10818.47,69.93,248465.65,2110.63,50.47,63,0.201,42.4,2,49.8
560,Biesse Group,2024,Construction/Industrials,Italy,9057.24,12359.7,62869.24,29419.26,40.35,60136.74,28072.22,61.41,2207,0.214,44.75,6,57.25
561,Tubos Reunidos,2024,Manufacturing,Spain,8367809.95,1800810.12,18917008.62,4317027.52,34.19,226464033.02,4617942.28,59.16,390546,0.223,77.2,22,59.37
562,Kendrion N.V.,2024,Construction/Industrials,Netherlands,6060.55,5242.88,63371.91,14586.42,28.39,133045.4,3659.69,77.52,987,0.293,61.02,3,54.16
563,DNA Oyj,2024,Telecommunications,Finland,238449.59,1604194.97,4389141.22,1582863.03,41.34,3458197.16,54621.35,84.53,155279,0.398,58.93,7,56.96
564,InPost S.A.,2024,Automotive/Transport,Poland,1057.18,2241.73,20562.76,6234.11,24.91,33272.89,2668.51,73.17,481,0.206,57.36,0,59.37
565,Solvay SA,2024,Manufacturing,France,1792.02,655.0,7390.54,725.03,19.96,78643.18,1094.51,66.13,90,0.255,41.11,0,49.77
566,Jyske Bank,2024,Financial Services,Denmark,10476.24,48774.96,6752519.64,67031.85,56.33,93852.02,5972.28,70.2,52743,0.566,66.49,3,71.03
567,Elia Group,2024,Energy/Utilities,Belgium,11501949.89,1021393.69,26211008.0,10665179.99,56.73,84507067.46,1111706.93,74.27,28720,0.27,74.81,15,61.63
568,Cegedim,2024,Technology,France,5366.21,46893.9,70722.6,40937.79,94.22,195158.76,2902.6,80.73,11059,0.329,56.33,1,69.78
569,Ibersol,2024,Consumer Goods/Retail,Portugal,11927.4,6099.37,143625.2,8365.67,64.11,764390.35,7761.82,64.8,4657,0.699,53.9,4,62.75
570,Axel Springer SE,2024,Consumer Goods/Retail,Germany,746.2,425.25,3836.12,656.58,50.0,19380.77,388.07,87.29,182,0.646,66.16,0,68.33
571,Volkswagen AG,2024,Automotive/Transport,Germany,23078.04,6534.51,139029.57,21952.25,20.71,191586.72,4822.39,84.27,1563,0.376,67.19,4,55.18
572,Scout24 SE,2024,Technology,Germany,1851.75,29960.65,64583.72,13457.11,88.09,118164.69,8439.21,90.16,5241,0.401,69.6,1,70.97
573,Unibail-Rodamco-Westfield,2024,Construction/Industrials,France,1041520.54,1079452.85,8317234.86,1985468.05,15.98,19272062.27,1340186.49,71.21,125381,0.309,63.2,22,52.67
574,Paddy Power Betfair,2024,Consumer Goods/Retail,Ireland,14841.0,19228.94,106617.35,14194.91,60.62,802555.17,16986.01,85.82,8798,0.677,64.09,4,62.41
575,Ignitis Group,2024,Energy/Utilities,Lithuania,58204.57,11280.3,86474.44,37678.65,44.58,887943.19,5201.51,60.44,213,0.353,46.57,1,61.4
576,KPN N.V.,2024,Telecommunications,Netherlands,651.1,4384.8,9762.22,4190.43,42.66,20043.81,907.02,63.58,658,0.352,76.34,0,63.83
577,Banca Popolare di Sondrio,2024,Financial Services,Italy,122.29,484.11,137436.49,2411.34,63.92,3111.06,39.98,61.01,1293,0.507,87.17,2,66.61
578,Dolce & Gabbana,2024,Consumer Goods/Retail,Italy,117522.89,97957.04,1589849.34,67830.2,38.11,947437.61,145773.52,72.58,62343,0.509,48.44,7,59.2
579,Generali France,2024,Financial Services,France,82.99,404.02,132498.36,1981.61,57.47,2160.06,166.03,93.26,831,0.436,81.36,0,65.16
580,TeamViewer SE,2024,Technology,Germany,2111.74,9627.79,29114.73,11239.82,41.06,35930.92,1122.72,63.16,1780,0.269,78.82,1,62.37
581,Magyar Posta,2024,Automotive/Transport,Hungary,1563794.12,1189479.13,28214353.3,583240.67,20.51,5360297.82,529359.46,58.11,90494,0.217,76.98,16,45.99
582,FinecoBank,2024,Financial Services,Italy,7115.76,97319.24,18191992.07,138707.58,84.92,451397.95,30271.78,67.68,122222,0.53,65.41,5,67.62
583,Exor N.V.,2024,Financial Services,Netherlands,8.2,47.37,8913.91,72.5,76.64,201.64,27.91,77.03,121,0.534,72.27,0,69.81
584,Vodafone Greece,2024,Telecommunications,Greece,681.52,3984.61,10572.86,10778.24,52.63,19396.78,516.61,74.27,727,0.427,80.14,1,69.29
585,IAG (International Airlines Group),2024,Automotive/Transport,Spain,1577063.69,570622.1,9371267.43,2422644.3,41.36,25520784.9,361224.25,83.76,201437,0.214,49.89,18,53.35
586,Orange Romania,2024,Telecommunications,Romania,699.08,3215.43,10765.51,9264.84,48.88,21094.35,529.39,78.56,835,0.467,83.38,3,66.3
587,Solaris Bus & Coach,2024,Automotive/Transport,Poland,2871.79,1867.35,25605.29,2268.91,55.19,34258.2,1373.0,61.75,325,0.325,61.78,3,54.25
588,Kemira Oyj,2024,Manufacturing,Finland,406232.13,203011.48,1305530.21,149958.07,44.61,3288823.51,215085.29,44.11,21969,0.223,48.0,12,59.17
589,VR Group,2024,Automotive/Transport,Finland,1068.2,1193.02,17765.17,1595.23,17.55,14433.24,1051.67,47.3,190,0.323,66.24,0,53.97
590,Dino Polska,2024,Consumer Goods/Retail,Poland,29715.07,51217.7,340321.74,78573.26,65.73,1815871.2,66258.8,61.65,35831,0.684,73.09,5,70.4
591,PSI Software,2024,Technology,Germany,1277.77,2386.49,7968.0,4818.49,42.57,8104.63,461.73,72.79,1394,0.266,68.99,1,67.94
592,Magyar Telekom,2024,Telecommunications,Hungary,2091.16,12407.29,40605.89,25316.62,53.44,70305.44,2416.89,80.1,2908,0.361,60.75,2,63.39
593,Eurotech SpA,2024,Technology,Italy,11.07,107.48,192.47,89.26,68.95,335.63,37.97,66.23,26,0.406,62.63,1,71.83
594,Ernst & Young Germany,2024,Financial Services,Germany,19.6,66.51,4278.86,189.03,40.52,556.56,41.11,76.74,127,0.542,63.71,0,71.74
595,Wienerberger AG,2024,Construction/Industrials,Austria,5090639.82,1280419.85,29294325.36,6361809.81,25.81,19983734.37,4654516.3,73.18,410730,0.161,58.75,27,52.03
596,Maisons du Monde,2024,Consumer Goods/Retail,France,2949.89,4344.09,42902.24,3375.8,24.84,27595.62,1560.85,71.46,1166,0.51,39.64,1,56.0
597,VGP NV,2024,Construction/Industrials,Belgium,4364.58,2753.0,25533.3,5135.28,26.72,44004.96,2180.99,46.48,344,0.28,34.04,2,50.3
598,Krka d.d.,2024,Healthcare/Pharma,Slovenia,265.5,401.31,1250.66,272.87,25.19,10301.96,142.88,57.77,99,0.567,79.51,2,67.05
599,Bouygues SA,2024,Construction/Industrials,France,3843.23,740.27,14673.78,1533.02,10.19,12704.94,1948.5,59.88,286,0.287,39.22,1,55.45
600,Cairn Homes,2024,Construction/Industrials,Ireland,57226.06,21255.59,410332.47,94166.53,43.1,454058.99,31572.93,65.22,3722,0.295,40.0,7,54.66
601,LEO Pharma,2024,Healthcare/Pharma,Denmark,5592.93,3314.65,33894.18,3373.74,60.04,168779.96,4556.88,51.49,1690,0.578,53.19,3,66.53
602,bol.com,2024,Consumer Goods/Retail,Netherlands,21311.35,9272.41,203345.27,20164.8,25.98,860490.82,29047.53,49.83,12975,0.71,50.24,4,60.07
603,Martifer SGPS,2024,Construction/Industrials,Portugal,1761573.55,724559.51,12095225.68,401102.29,31.48,6889904.86,206101.35,39.33,101156,0.256,50.22,22,43.73
604,Synthos S.A.,2024,Manufacturing,Poland,4757.33,1815.47,25301.15,2302.61,30.87,39325.39,2625.95,77.07,168,0.319,47.69,1,53.29
605,Novo Banco,2024,Financial Services,Portugal,4198.43,85898.56,6041117.14,122219.56,62.15,495850.58,6415.4,90.59,87141,0.421,79.62,4,70.59
606,Demant A/S,2024,Healthcare/Pharma,Denmark,11218.21,21810.95,84910.91,18344.49,58.5,219442.55,3058.96,69.99,2879,0.61,81.19,4,66.67
607,Volvo Cars,2024,Automotive/Transport,Sweden,3833.34,6140.78,65515.5,12157.92,50.27,72369.29,2002.73,52.11,985,0.279,66.61,2,54.87
608,Kerry Group,2024,Consumer Goods/Retail,Ireland,4938.0,23829.44,162789.37,24039.91,52.34,425739.65,12063.92,49.47,6097,0.708,52.22,4,61.8
609,Cupra,2024,Automotive/Transport,Spain,6481.53,2087.6,76878.82,2001.52,44.66,13153.84,418.12,47.8,425,0.288,56.1,1,47.3
610,Deutsche Bahn AG,2024,Automotive/Transport,Germany,4104.11,6174.53,66131.07,11126.43,26.77,158680.86,3034.91,81.55,1014,0.249,54.15,2,58.06
611,GO plc,2024,Telecommunications,Malta,1508.86,8332.84,21900.96,18789.81,37.1,80031.85,801.6,86.72,2606,0.371,63.4,1,64.17
612,Valmet Oyj,2024,Construction/Industrials,Finland,77719.29,30408.25,630757.39,50745.57,25.76,134053.92,39312.92,65.87,4761,0.206,31.15,8,44.22
613,Codorníu Raventós,2024,Consumer Goods/Retail,Spain,212.08,387.99,2490.71,518.12,33.89,8495.97,120.85,57.8,87,0.498,43.35,0,58.8
614,C&A Europe,2024,Consumer Goods/Retail,Germany,110413.75,91319.47,1429173.77,256013.54,35.84,1729409.08,207713.67,79.17,50231,0.575,77.66,4,69.32
615,Ascopiave,2024,Energy/Utilities,Italy,3002379.89,146823.17,3776581.37,1901472.4,34.44,13327006.11,73491.61,61.97,6535,0.224,52.03,10,50.78
616,Aldi Nord,2024,Consumer Goods/Retail,Germany,9757.61,19845.55,138169.19,17069.16,30.38,378104.17,13322.93,77.0,4349,0.641,61.67,2,65.73
617,Safran SA,2024,Construction/Industrials,France,22805.82,10542.94,191457.47,15918.07,26.04,167107.8,3941.72,65.26,1760,0.283,43.38,6,43.57
618,Atoss Software,2024,Technology,Germany,4224.36,14833.36,43859.84,7896.93,36.73,51872.24,1051.35,86.74,6487,0.274,66.69,2,65.59
619,dm-drogerie markt,2024,Consumer Goods/Retail,Germany,104.1,117.89,806.45,293.11,66.02,2590.52,27.36,72.34,131,0.561,69.11,1,74.43
620,Applus Services,2024,Technology,Spain,11754.64,43387.34,155498.37,66867.65,42.57,100886.27,13976.73,79.11,12244,0.35,64.62,2,66.96
621,Schwarz Gruppe,2024,Consumer Goods/Retail,Germany,3442.48,4714.57,28921.55,6388.67,36.4,160760.46,2213.38,56.94,891,0.487,77.64,0,61.08
622,Renta 4 Banco,2024,Financial Services,Spain,884.78,3689.6,583185.5,14261.73,55.09,27208.76,2279.51,73.66,6112,0.578,86.66,1,73.86
623,Agrana Beteiligungs-AG,2024,Consumer Goods/Retail,Austria,17164.16,58831.74,429881.93,74801.46,36.08,4087653.47,149698.43,65.79,65648,0.687,79.38,6,73.36
624,Wielton S.A.,2024,Automotive/Transport,Poland,7917.03,7297.28,135372.45,5759.57,47.24,29687.19,5368.94,77.46,1135,0.215,46.43,3,53.24
625,Fielmann AG,2024,Consumer Goods/Retail,Germany,479.26,657.6,5605.92,3879.56,23.99,22352.37,1320.92,73.71,1528,0.691,66.6,1,72.12
626,Virbac SA,2024,Healthcare/Pharma,France,6777.47,12526.26,56515.76,20895.25,47.32,479874.49,9369.52,69.5,3930,0.579,63.25,3,62.79
627,Proximus Group,2024,Telecommunications,Belgium,4609.95,19032.55,65314.83,43506.46,66.97,68487.48,2265.38,54.29,3165,0.338,76.7,1,59.85
628,Aegon Asset Management,2024,Financial Services,Netherlands,12169.73,77807.22,6366753.34,159475.37,82.39,358240.34,42686.91,65.98,118190,0.517,90.46,5,74.84
629,Iberia,2024,Automotive/Transport,Spain,16568.76,8912.32,175934.24,19276.45,45.91,45212.6,4557.12,77.01,1245,0.254,46.39,3,51.23
630,Telecom Italia,2024,Telecommunications,Italy,7810.41,160470.22,266116.01,176256.3,65.58,542232.84,4763.92,66.13,24789,0.327,79.16,3,64.95
631,Farfetch (Portugal ops),2024,Consumer Goods/Retail,Portugal,465721.73,839639.62,8535908.59,472777.85,67.22,21947471.39,307343.9,87.75,127412,0.609,48.53,5,61.67
632,Glanbia plc,2024,Consumer Goods/Retail,Ireland,174.49,189.37,2611.04,575.99,23.97,8888.66,300.33,46.6,133,0.603,56.63,2,60.57
633,Corticeira Amorim,2024,Manufacturing,Portugal,6606.5,8471.62,52134.0,17546.92,28.82,540112.6,6032.83,43.73,640,0.297,70.71,3,56.34
634,T-Mobile Czech Republic,2024,Telecommunications,Czechia,5726.53,20979.63,75150.93,27571.66,37.0,53540.97,2082.91,57.44,2284,0.459,64.83,1,59.82
635,Camper,2024,Consumer Goods/Retail,Spain,535.74,378.96,4873.2,2638.38,72.53,41223.43,1902.7,57.07,783,0.587,55.48,1,71.05
636,Renault SA,2024,Automotive/Transport,France,19167.06,16567.75,200833.51,55275.32,34.66,475654.3,12200.34,74.43,4184,0.34,43.31,5,52.43
637,UPM-Kymmene,2024,Manufacturing,Finland,3251.26,2524.05,17080.23,3574.94,16.14,43862.17,827.27,64.93,249,0.217,63.69,1,62.5
638,Mediaset España,2024,Consumer Goods/Retail,Spain,761.01,203.69,3964.71,1490.19,69.82,12908.84,197.39,53.11,530,0.697,66.67,1,73.8
639,Aedas Homes,2024,Construction/Industrials,Spain,23174.95,32914.96,307686.49,65300.02,16.47,437288.92,58475.27,69.25,5094,0.292,41.16,7,47.93
640,Asseco Poland,2024,Technology,Poland,1656.68,8480.23,27284.93,24391.05,46.09,81169.94,3060.12,82.72,7308,0.385,81.92,1,70.46
641,Valio Oy,2024,Consumer Goods/Retail,Finland,4884.86,7823.42,78370.68,14874.04,37.35,330495.2,2788.48,55.68,4185,0.665,76.52,2,66.49
642,Unicaja Banco,2024,Financial Services,Spain,127.68,730.81,137113.61,3237.66,53.55,3405.79,259.44,76.69,2041,0.572,75.4,3,67.95
643,Indel B,2024,Construction/Industrials,Italy,1079655.92,392956.33,4576297.57,1576645.4,18.01,5216437.89,851710.47,49.85,110756,0.19,62.43,23,54.19
644,Paul Hartmann AG,2024,Healthcare/Pharma,Germany,41948.79,106778.7,294857.72,230197.9,72.44,7470567.81,51258.88,83.1,36170,0.599,85.3,4,75.01
645,Swarovski,2024,Consumer Goods/Retail,Austria,518.02,1069.03,11395.81,3343.83,61.33,37849.92,1022.7,67.87,836,0.495,57.7,2,67.92
646,Ipsen SA,2024,Healthcare/Pharma,France,2797.21,3013.67,14660.48,5442.56,72.83,82702.96,2171.1,60.42,623,0.515,80.37,0,70.01
647,Plzeňský Prazdroj,2024,Consumer Goods/Retail,Czechia,6800.54,16935.91,153556.55,24849.19,27.45,92887.52,13150.28,52.45,4859,0.682,57.12,3,65.15
648,Folli Follie Group,2024,Consumer Goods/Retail,Greece,1644.43,2347.34,23780.16,1291.46,53.96,19378.49,1087.43,45.4,1066,0.599,50.39,0,62.19
649,Veoneer Inc,2024,Automotive/Transport,Sweden,852.5,859.24,13754.27,1423.4,49.47,2456.82,578.77,75.72,120,0.281,63.75,0,57.04
650,Telia Lietuva,2024,Telecommunications,Lithuania,255954.77,998183.76,2591413.8,1234893.37,26.54,4957721.24,77958.86,72.45,101706,0.416,67.82,5,58.23
651,Colonial (Inmobiliaria Colonial),2024,Construction/Industrials,Spain,52686.72,23680.59,281759.47,103313.0,39.98,184083.09,50288.62,54.7,5899,0.302,68.49,8,61.43
652,Groupe Bel,2024,Consumer Goods/Retail,France,1415.02,2068.38,27488.53,2123.2,27.41,50082.12,1215.77,76.34,2587,0.578,65.68,1,67.7
653,Nordnet AB,2024,Financial Services,Sweden,1086.39,5858.96,1037441.3,29731.32,73.71,16352.05,4098.99,90.54,18687,0.458,86.11,2,79.51
654,Illycaffè,2024,Consumer Goods/Retail,Italy,3988.64,2141.24,31460.02,3278.88,30.82,211964.37,1249.61,55.2,1876,0.515,49.03,1,58.95
655,Bayer AG,2024,Healthcare/Pharma,Germany,109892.25,77114.13,393259.99,53176.51,25.09,1793400.1,52201.34,78.81,16919,0.529,69.45,3,68.4
656,Rational AG,2024,Construction/Industrials,Germany,6413.74,7313.44,38680.24,11796.5,21.63,63100.41,3269.88,74.62,841,0.195,43.54,2,58.0
657,BASF SE,2024,Manufacturing,Germany,1637417.0,851595.08,9470970.18,1103098.18,45.74,102451062.08,2252402.25,75.15,67822,0.267,68.68,14,56.56
658,Nordex SE,2024,Energy/Utilities,Germany,49182848.81,5684798.72,115552632.24,15901049.52,38.08,295583942.32,2482873.79,66.13,137032,0.205,69.44,23,54.97
659,Outokumpu Oyj,2024,Manufacturing,Finland,8291.08,8919.55,65933.89,23764.01,15.69,979415.65,18083.18,56.28,1022,0.297,62.09,2,58.77
660,Pivovary Staropramen,2024,Consumer Goods/Retail,Czechia,4393.96,2564.19,41575.74,9743.05,21.25,237180.32,4392.24,62.31,3231,0.493,74.97,3,62.31
661,Neinor Homes,2024,Construction/Industrials,Spain,61302.94,34630.4,307772.45,35306.1,39.28,349669.47,24972.26,58.26,3888,0.3,32.98,8,51.04
662,Brunello Cucinelli S.p.A.,2024,Consumer Goods/Retail,Italy,1503.95,3807.43,27138.64,5975.25,51.26,100261.88,691.02,47.12,956,0.573,54.1,1,62.3
663,STEF Group,2024,Automotive/Transport,France,20031.14,11646.3,235100.17,23302.17,15.0,111186.08,2168.89,84.09,2812,0.304,77.23,4,60.04
664,Terna S.p.A.,2024,Energy/Utilities,Italy,331026.8,13652.94,228469.5,185099.36,15.66,848328.05,2219.59,54.0,577,0.379,77.71,2,64.3
665,Barco NV,2024,Technology,Belgium,182.8,300.76,1021.35,1467.53,79.51,4655.94,561.84,73.84,563,0.29,87.48,1,72.56
666,Boskalis Westminster,2024,Construction/Industrials,Netherlands,1451383.98,456174.18,6553649.81,1173637.22,40.53,2574302.79,765191.22,73.92,123954,0.287,69.77,21,58.84
667,Zalando SE,2024,Consumer Goods/Retail,Germany,265.49,3377.04,25632.02,3741.15,37.41,19149.82,1995.73,77.67,915,0.535,53.71,0,64.57
668,Zentiva Group (CZ),2024,Healthcare/Pharma,Czechia,3198.58,5312.17,25997.16,8976.97,48.0,99575.53,1763.58,79.99,1001,0.665,62.68,2,66.06
669,Pandora A/S,2024,Consumer Goods/Retail,Denmark,17742.69,20360.76,245618.66,13693.44,39.09,691007.97,6074.81,57.14,4718,0.585,62.0,1,56.05
670,Meliá Hotels International,2024,Consumer Goods/Retail,Spain,2224.97,3572.08,27301.29,7678.87,56.1,199645.78,6641.09,54.93,1651,0.658,60.17,1,66.13
671,Seb Group,2024,Consumer Goods/Retail,France,8620.72,9584.83,56362.67,11126.97,35.22,518326.43,4870.31,79.06,4133,0.636,35.9,3,59.79
672,Raiffeisen Bank International,2024,Financial Services,Austria,30.32,103.35,31033.84,261.81,84.57,1064.31,61.35,87.68,345,0.547,56.92,1,60.47
673,Stock Plzeň-Božkov,2024,Consumer Goods/Retail,Czechia,1975.34,7698.13,71954.88,8058.62,21.63,164795.04,6733.31,84.25,1551,0.588,78.01,2,64.99
674,Loewe (LVMH),2024,Consumer Goods/Retail,Spain,485.58,466.69,4471.17,246.49,31.25,24497.4,592.62,79.65,127,0.53,37.02,0,56.99
